,user_id,total_events,Baja_usuario,events_last_month,total_months,rate_events,age,gender,height,seniors_exercise_level,traits_language_code,os_name,device_type
2424710,rxkaa5WMv3gx9hfwsrnThykBQYS2,55,1,54.0,1,55.0,62.0,1,161.0,1.0,1,1,1
2424765,rxuZUx3dO9U1xwdqTEcJdTDDznA2,27,1,26.0,1,27.0,60.0,1,178.0,1.0,1,1,1
2424792,rxuayXnwLQbPFlkY0a2ey9Laf1i2,72,1,55.0,2,36.0,54.0,1,150.0,1.0,1,1,1
2424864,ryCH7XebPwVGMycE2sBJeWOMkiP2,25,1,24.0,1,25.0,59.0,0,169.0,3.0,1,1,1
2424889,ryJ7h7xuj4YjWPauk9ZFQA2p0vL2,31,1,30.0,1,31.0,62.0,1,172.0,1.0,1,1,1
2424920,ryKYHrbw3cZ5Oz5zfPHcMzLDDCg1,108,0,107.0,1,108.0,65.0,1,170.0,1.0,2,1,1
2425028,ryfOOx3FLRTtDnKomPhQBRdDOJj1,150,1,149.0,1,150.0,61.0,0,170.0,1.0,1,1,1
2425178,rylWHVZQynbS8IMInNnhVlbwlrT2,151,1,150.0,1,151.0,60.0,1,150.0,2.0,1,2,2
2425329,rywz601rkwVEilBDWdOPsKzM1p13,87,0,86.0,1,87.0,66.0,1,175.0,2.0,2,1,1
2425416,rzGDKLwBByfmIE6KrdzDGQ42sTd2,52,1,51.0,1,52.0,60.0,0,170.0,2.0,1,2,2
2425468,rzUPgJkvVLcjY9zT4c9lq5HFcW12,73,1,72.0,1,73.0,66.0,1,162.0,1.0,2,1,1
2425541,rzWNErEQNFaIXQgAR1kHFJdNBVH2,169,0,168.0,1,169.0,60.0,1,155.0,2.0,1,2,2
2425710,rzfolXgfuvUHQLn3KInM8MUr8Ep1,62,1,61.0,1,62.0,67.0,1,154.0,1.0,1,1,1
2425772,s0EQVO0uG9deolw3YxIKFso1YsC2,107,1,106.0,1,107.0,65.0,1,160.0,2.0,1,2,2
2425879,s0GUuEWXEHX5TAFr9gcln2EwWQ22,108,1,25.0,2,54.0,62.0,1,159.0,1.0,1,2,2
2425987,s0Mm6OORmFbRAfV293E2G9nmCKo2,29,1,28.0,1,29.0,57.0,1,160.0,3.0,1,1,1
2426016,s0avq9ftCreQvPenQfeJyswApA72,158,1,157.0,1,158.0,65.0,1,154.0,2.0,2,2,2
2426174,s1QNWqc3VmOXEPXMauBzG8Z48pS2,97,1,26.0,5,19.4,75.0,1,169.0,1.0,1,1,1
2426271,s1VgANBnjgbtgwcERGARVRfUD8v1,120,1,119.0,1,120.0,61.0,1,166.0,1.0,1,2,2
2426391,s22qykiSniNTiNyRQ7BI2S3mseu1,34,1,33.0,1,34.0,61.0,1,164.0,1.0,1,1,1
2426425,s2crdsoBO4f8BA2jchQcIKBlBjw1,293,0,292.0,1,293.0,21.0,1,165.0,2.0,1,3,2
2426718,s3FHg57qChdwkFZ4P4MbsKiVbnR2,102,1,101.0,1,102.0,64.0,1,158.0,2.0,1,1,1
2426820,s3VBmbD8UWdH8quG8VL5sgCzMer2,34,1,33.0,1,34.0,63.0,1,163.0,1.0,1,2,2
2426854,s3mkL1IEBohoVzD133HCLdhREnt2,520,1,519.0,1,520.0,58.0,1,170.0,1.0,1,2,2
2427374,s3rjc1Wt2oYHDNHLKnnZR0zOpno2,27,1,26.0,1,27.0,59.0,1,165.0,1.0,1,1,1
2427401,s49U3rMByPQwBOkfa1PqqsmS7Xg1,122,1,121.0,1,122.0,82.0,0,162.0,2.0,1,2,2
2427523,s4VU0Pn3bNSlVq2mWgbC1VCywHG3,28,1,27.0,1,28.0,59.0,1,160.0,1.0,1,1,1
2427551,s4WzvbH0B6MxuHPGMlnQ1vAoCP62,36,1,35.0,1,36.0,54.0,1,165.0,1.0,1,1,1
2427587,s4jlIhaWxIVhy6M19EGy2bvhFYS2,229,1,120.0,2,114.5,61.0,1,168.0,3.0,2,2,2
2427816,s4vOY4bWYOTkE5XCOEc3Owskn8l2,123,1,122.0,1,123.0,73.0,1,160.0,2.0,1,1,1
2427939,s58kdbjEzDbB4ohfW8aBkx3tCsm1,43,1,42.0,1,43.0,53.0,1,164.0,1.0,1,1,1
2427982,s5BX5E7ArScrSAlj8O8EvXR53dg2,133,1,132.0,1,133.0,62.0,1,155.0,2.0,1,1,1
2428115,s5Vc436aezLv0axN6j3mhZzOtGA3,33,1,32.0,1,33.0,52.0,1,165.0,1.0,1,1,1
2428148,s5hLpSIB95YthqcrRM7w9XT9FYC3,66,1,65.0,1,66.0,55.0,1,168.0,1.0,1,1,1
2428214,s5i6rlCJdReMwqDFPEDMkmukbRx1,25,1,24.0,1,25.0,55.0,1,160.0,2.0,1,1,1
2428239,s6AhEo8oD4fEM3KEnDzzKZXa65J3,134,0,133.0,1,134.0,62.0,1,166.0,2.0,1,1,1
2428373,s6GPDSI5TmazA23sexW6DMYgO5E3,169,0,23.0,3,56.333333333333336,64.0,1,168.0,2.0,1,2,2
2428542,s6lBwZX45AaNplBraF6h0dbH17s1,257,0,157.0,3,85.66666666666667,82.0,1,165.0,1.0,2,2,2
2428799,s6lkdK76Jof3L1EuvpoP3rizQJN2,161,0,160.0,1,161.0,65.0,0,170.0,2.0,1,2,2
2428960,s6rWaydGutVnDvjgSHv1RhI5ld13,96,1,95.0,1,96.0,65.0,0,166.0,2.0,2,1,1
2429056,s6v00EEJCKXegdCBcAJja6NFOsM2,40,1,39.0,1,40.0,59.0,0,169.0,2.0,2,1,1
2429096,s7AFEIogGxMrhHCOina0u96ePNz2,189,0,187.0,1,189.0,64.0,1,163.0,2.0,1,2,2
2429285,s7BOvzsw4YRzTue04o1rMsuAtIs2,88,1,87.0,1,88.0,60.0,1,164.0,2.0,1,1,1
2429373,s7Dn4jGWV8h6wXsDITrstQiHKOY2,101,1,66.0,2,50.5,64.0,1,160.0,2.0,2,2,2
2429474,s7YdZFutZhRV8cuVv1QKYEKXjoT2,10,0,9.0,1,10.0,64.0,0,178.0,2.0,1,2,2
2429484,s7hg9uBvxYWH1BW0iSUMnVMMwNp1,35,1,34.0,1,35.0,50.0,1,162.0,1.0,2,1,1
2429519,s7oTuv6z8Uaa5XPF4pQOCtcYplV2,77,0,31.0,4,19.25,64.0,1,165.0,1.0,2,2,2
2429596,s7taGxzMkvX6R5eGvobuqzMnvTy1,34,1,33.0,1,34.0,55.0,1,170.0,1.0,1,2,2
2429630,s83O8subkObqioAxIB4GR6h4ERj1,181,1,180.0,1,181.0,68.0,1,157.0,2.0,2,2,2
2429811,s85aL3hlabUf7kWBEEpinMFMwDY2,170,0,169.0,1,170.0,62.0,1,160.0,2.0,1,2,2
2429981,s88cujlCZgbjTHa7a6hKSPOw3Uv2,47,1,46.0,1,47.0,69.0,1,163.0,1.0,1,1,1
2430028,s8LURxZwzaTKtnGSvBTqVbl8OBA3,27,1,26.0,1,27.0,45.0,1,157.0,1.0,1,1,1
2430055,s8QptsroTyMS2AKYEzp1NtrmoU93,99,1,98.0,1,99.0,61.0,1,173.0,3.0,1,1,1
2430154,s8XuOALevLOUP6ybElW6omSBOlX2,123,1,122.0,1,123.0,60.0,1,160.0,1.0,1,2,2
2430277,s8safa7GTBeraSwrElnZ38XuVcr1,55,1,54.0,1,55.0,62.0,0,176.0,1.0,1,1,1
2430332,s8xEOBG6q0gglGwV7iGzjihsAhe2,84,1,83.0,1,84.0,64.0,1,158.0,1.0,1,2,2
2430416,s8z9kpK1nYgePbGSG7bh1G1n0YM2,51,1,50.0,1,51.0,63.0,1,160.0,2.0,1,2,2
2430467,s96pCroYfxPU2Xr3feyr3Pi7fX33,192,0,191.0,1,192.0,70.0,1,170.0,1.0,2,2,2
2430659,s9G4vAFUXXX1qvgGb4yOvwdTAri1,34,1,33.0,1,34.0,67.0,1,170.0,1.0,1,1,1
2430693,sAVgmignClbHvfRc6wGcaJ92Pvr2,29,1,28.0,1,29.0,56.0,1,174.0,1.0,1,1,1
2430722,sAaTIfXKfAZ0Yz71NJWWh3umkZ22,58,1,57.0,1,58.0,59.0,1,170.0,2.0,1,1,1
2430780,sAck89QQHIgjz9umThdsf6dLEsd2,111,1,110.0,1,111.0,65.0,1,165.0,2.0,1,2,2
2430891,sAu6rupK31U82sTyi3fkW0WczrF2,50,1,49.0,1,50.0,61.0,1,158.0,3.0,1,2,2
2430941,sAzXzAFPJzLULOI1AszeVPkB9y52,48,1,47.0,1,48.0,61.0,1,168.0,2.0,1,1,1
2430989,sB8by7HdYZO8W1gZnRaiQyVdfFu2,54,1,53.0,1,54.0,66.0,1,165.0,2.0,2,1,1
2431043,sBI36XLV9SWOI1NF9JcsyYGJEUk1,37,1,36.0,1,37.0,60.0,1,170.0,3.0,2,1,1
2431080,sBLaIxzeuNZTlBBmf9esb5YH2X32,333,0,66.0,2,166.5,72.0,1,155.0,2.0,1,1,1
2431413,sC4D9N3cmHYDuZ1zuCnAgMqQEan2,45,1,44.0,1,45.0,53.0,1,162.0,1.0,1,1,1
2431458,sCDY1DKFmugDfur0SObzxu0vtpF2,91,1,90.0,1,91.0,55.0,1,161.0,1.0,1,1,1
2431549,sCK9o8Q16ePVGJvfPX1234XXkHh2,22,1,21.0,1,22.0,59.0,0,170.0,3.0,1,1,1
2431571,sCsmOLQhSYVg1L9ZUV2noi070K82,87,0,86.0,1,87.0,61.0,1,168.0,1.0,1,1,1
2431658,sD5PcvH5t4NMDwlqp2iFSSoC8gx2,97,1,96.0,1,97.0,60.0,1,158.0,3.0,1,2,2
2431755,sDC3mVHZ98eMvLlN6Xv9gSWYVZ02,36,1,35.0,1,36.0,67.0,1,158.0,1.0,1,1,1
2431791,sDhDnQg20sOjhfytBQbHZKa1OKw1,26,1,25.0,1,26.0,61.0,1,169.0,1.0,1,1,1
2431817,sDoDbwkQGYMp1sjiJP77N6V5aHU2,160,0,159.0,1,160.0,63.0,1,160.0,1.0,2,2,2
2431977,sDpneI3huwOYjxhJsLCr9B0eqze2,137,1,136.0,1,137.0,60.0,1,167.0,1.0,2,2,2
2432114,sE7AG9apJ3QTlovMXXIG4BN5TwF3,112,1,111.0,1,112.0,61.0,1,166.0,1.0,2,1,1
2432226,sEUfYneC6FhZf4sonXNtsMcq3Qz1,222,0,221.0,1,222.0,68.0,0,175.0,2.0,1,2,2
2432448,sEyv4UPLn6bENnepTzsEFd2QAmK2,62,1,61.0,1,62.0,65.0,1,170.0,2.0,2,1,1
2432510,sFiEJpJ4jXM2gxfsjlSpVFH63Zr2,104,1,92.0,2,52.0,60.0,1,160.0,2.0,1,2,2
2432614,sFjdGulBEhQyoTzmsbYp09BnvmU2,3273,0,3272.0,1,3273.0,76.0,1,170.0,2.0,1,3,2
2435887,sFp03Hmq9cf7VPuC0yHpmi9LOLG3,116,1,115.0,1,116.0,59.0,1,149.0,1.0,1,1,1
2436003,sFtbaYEtTXaIs3CMZ2YLkwugBNQ2,168,1,167.0,1,168.0,65.0,0,178.0,2.0,2,1,1
2436171,sG0EkL5wW5dZ07zkf6ZLJf4fgzk1,10,1,9.0,1,10.0,66.0,1,157.0,2.0,2,2,2
2436181,sG5g2bts04bIHf7Pbz9Nk8LXYIq1,44,1,43.0,1,44.0,61.0,1,160.0,3.0,1,1,1
2436225,sG7tVC58tnShjkfD3VfTfjdrHxg1,141,1,140.0,1,141.0,67.0,1,163.0,2.0,2,2,2
2436366,sGilcYIOQRY5whoTtckMgGeAob52,115,1,114.0,1,115.0,60.0,1,156.0,2.0,1,1,1
2436481,sGlEAM2bXdQXDT6xwKI24RIfdCJ2,40,1,39.0,1,40.0,64.0,1,165.0,1.0,1,1,1
2436521,sGoqnsfVLSSKnk9qRVMc0kaALjl2,94,0,93.0,1,94.0,65.0,1,164.0,3.0,1,1,1
2436615,sGrO24ha4dVLw4RygcPN4qTQ3zX2,123,1,122.0,1,123.0,66.0,1,172.0,2.0,1,1,1
2436738,sH5sgJYAEKdDmxB0Opo0R3JChxr2,52,1,51.0,1,52.0,62.0,1,157.0,1.0,2,1,1
2436790,sHBfVW6E8zYUSjcvA03WOTxgwMA2,90,1,89.0,1,90.0,63.0,1,167.0,2.0,1,1,1
2436880,sHEBmAkKysUpUaqMQpO78mTOqoq2,13522,0,941.0,6,2253.6666666666665,62.0,1,165.0,1.0,1,1,1
2450402,sHFsPJupcNRG45ERHaOdykz2lhh1,27,1,26.0,1,27.0,51.0,1,164.0,1.0,1,1,1
2450429,sIBbeAmLqAeFhiHOWTbjTkx3JXU2,148,0,30.0,7,21.142857142857142,57.0,1,169.0,1.0,1,1,1
2450577,sIJhldG2f3XjpfiBKgHCFSYbeUB2,66,1,9.0,3,22.0,66.0,1,161.0,2.0,1,1,1
2450643,sIQJIkjCpkaUwPdMyBN0u28LGOs2,31,1,30.0,1,31.0,61.0,1,153.0,1.0,1,1,1
2450674,sIYNvChm0cMWvBy4UpObO7r3PXQ2,37,1,36.0,1,37.0,79.0,1,165.0,1.0,1,2,2
2450711,sIjhvWgXpaS3T8VHdjX16pavJ0U2,135,1,134.0,1,135.0,65.0,1,162.0,1.0,2,2,2
2450846,sIog4yO0j2PVLhvmRlhoba8q9DR2,149,1,148.0,1,149.0,63.0,1,155.0,1.0,1,2,2
2450995,sJSRBcLuiQQAenqkxKkfP69H4ZQ2,89,1,88.0,1,89.0,60.0,1,165.0,2.0,1,1,1
2451084,sJk6RoybSubd72wwpkU3tMToHyh1,25,1,24.0,1,25.0,61.0,1,155.0,1.0,1,1,1
2451109,sK1lEt933If9nxIcKSQfqGfcwJo2,119,1,118.0,1,119.0,65.0,1,162.0,2.0,1,1,1
2451228,sKiCSTpdbYgTEiVzvGn49DTfARV2,19,1,18.0,1,19.0,62.0,1,164.0,2.0,1,1,1
2451247,sKmvFALwUheOzzKFIKozKXOyGIv2,130,1,16.0,5,26.0,61.0,1,155.0,1.0,1,2,2
2451377,sLBLMgceSbYbRtmjxvP4OHrWold2,51,1,50.0,1,51.0,59.0,1,152.0,1.0,1,1,1
2451428,sLWqPhgOqqSZs3lzSKF7L0LwVJl2,39,1,38.0,1,39.0,60.0,1,157.0,2.0,2,2,2
2451467,sM9WPHR8OAXDm3BvBL0fxeGrGf52,27,1,26.0,1,27.0,65.0,1,169.0,1.0,1,1,1
2451494,sMEVIdvDCyeN4PJjZFWFkBP48jg2,113,1,112.0,1,113.0,57.0,1,158.0,2.0,1,1,1
2451607,sMKENTwoyNaK8UWrUXZRkksx0pF2,149,0,148.0,1,149.0,55.0,0,168.0,3.0,1,1,1
2451756,sMRdAUKgyERdVwt4jRnfnqulosS2,32,1,12.0,3,10.666666666666666,61.0,1,168.0,2.0,1,1,1
2451788,sMVvqyYIIKbhMG4S7eSuPHQhmzn1,32,1,31.0,1,32.0,64.0,1,150.0,1.0,1,1,1
2451820,sMeSsXfFUtXkkIDLFybCuRS84K83,109,1,108.0,1,109.0,64.0,1,160.0,2.0,1,2,2
2451929,sMgTVFhrWwexw4A07ifMkuTVRdx2,122,1,121.0,1,122.0,70.0,1,154.0,2.0,1,2,2
2452051,sMnd03ySgKVi0EsYBgWdGVl6heS2,33,1,32.0,1,33.0,73.0,1,157.0,1.0,1,1,1
2452084,sMq5KPeYABccjepAJrCNyIOOw8u2,120,1,119.0,1,120.0,60.0,1,160.0,2.0,2,2,2
2452204,sN895Wi7uDMpQEkEUtG7PF8YCNC3,93,1,27.0,3,31.0,64.0,0,182.0,1.0,1,1,1
2452297,sNMCBNnQn8eWARpqMzqphTRz32D3,114,1,113.0,1,114.0,69.0,1,162.0,2.0,2,2,2
2452411,sNiOrVNPsuUA0mK7wZbv3SK0E0K2,171,0,170.0,1,171.0,65.0,1,155.0,2.0,1,2,2
2452582,sNly92Ali8XScDyEd5kdOjBSLL73,25,1,24.0,1,25.0,61.0,1,171.0,2.0,1,1,1
2452607,sNmZD5jDMwfNyhCyU6Qb9FmjWi03,50,1,49.0,1,50.0,60.0,1,163.0,3.0,1,2,2
2452657,sOmHFDFx0ucEzs9N3aDP6Y54ry63,29,1,28.0,1,29.0,68.0,1,160.0,1.0,1,1,1
2452686,sOxbjintjWP23ZceYDHyLbrdTTn2,51,0,8.0,3,17.0,65.0,1,170.0,2.0,2,2,2
2452737,sPDO4MY5xcP4e2WWClpI5jag6Y13,109,1,108.0,1,109.0,67.0,1,171.0,1.0,1,1,1
2452846,sPGVh89YpCZVdhVnPF1TWtmY0FK2,33,1,32.0,1,33.0,63.0,1,165.0,3.0,1,1,1
2452879,sPPF7dPyrfMA7Ga2LbUz9BiZn9D3,55,1,12.0,2,27.5,59.0,1,165.0,1.0,1,1,1
2452934,sPaRWVLADcSBLDGEWThTewEK9Ck1,27,1,26.0,1,27.0,59.0,1,155.0,1.0,1,1,1
2452961,sPcjTfcE9DZ8un48BSvJe8b8J4a2,39,1,38.0,1,39.0,55.0,1,173.0,1.0,1,1,1
2453000,sPhG8Fly9vbavHlmsEPPG8sT2cE3,27,1,26.0,1,27.0,67.0,1,158.0,1.0,1,1,1
2453027,sPqJWS8FbNZB9ZWjpodqM92l6El1,28,1,27.0,1,28.0,62.0,1,160.0,1.0,1,2,2
2453055,sQ2c7lncCZfWxlhJiLH6D13AR5P2,64,1,5.0,5,12.8,61.0,1,158.0,1.0,1,1,1
2453119,sQJQgQdcAtQbZ1PtjD9UUwElcF13,95,1,94.0,1,95.0,73.0,1,155.0,1.0,1,1,1
2453214,sQLrVT7nv7NmLbccZoquKHmcnD43,171,0,170.0,1,171.0,62.0,1,160.0,2.0,1,3,2
2453385,sQM923ybx5SaXRgxpTl6tfhrPdl2,119,1,118.0,1,119.0,70.0,1,152.0,2.0,1,1,1
2453504,sQe1EWKm0sb3rVhjnHAQCWXlY302,117,1,116.0,1,117.0,62.0,1,165.0,1.0,1,2,2
2453621,sQhtgQwCo2g5sURbdzLcuCcUNV43,112,1,111.0,1,112.0,66.0,1,167.0,1.0,1,1,1
2453733,sR36Y5ijIlNjckvZiB4D4W6F1yB3,118,1,117.0,1,118.0,62.0,1,169.0,2.0,1,1,1
2453851,sRTV1sZkY7Sgii7Ji6cvJq65QPb2,187,0,186.0,1,187.0,61.0,1,170.0,1.0,1,2,2
2454038,sRWmpX9mApf8CQa6GK5MY6ET6HH2,156,0,155.0,1,156.0,55.0,1,163.0,2.0,1,1,1
2454194,sRoMiOuFGWchekDeQ1K7WvetR073,58,1,57.0,1,58.0,69.0,1,156.0,1.0,1,1,1
2454252,sRpXKsrXCmb7G4xr9n6sah8UNhJ2,45,1,44.0,1,45.0,54.0,1,151.0,1.0,1,2,2
2454297,sRt4AYDfUgTfNMPG1ZuTxkaAaBL2,63,1,4.0,2,31.5,54.0,1,172.0,1.0,1,1,1
2454360,sRys2qOiuCRd5RhrRwMp5B8D4NO2,36,1,35.0,1,36.0,60.0,1,150.0,1.0,1,1,1
2454396,sS343rJhnEeCmxJZzOy2FNhB7xF3,2,1,1.0,1,2.0,88.0,1,154.0,1.0,1,1,1
2454398,sSFzMbIBsSXMFQHnUwH7BI4unZl1,2580,0,2579.0,1,2580.0,62.0,1,161.0,3.0,1,1,1
2456978,sSKnB70LWHd4J6WbrG9DM2NrD993,96,1,95.0,1,96.0,60.0,1,158.0,1.0,1,1,1
2457074,sSOqQQFooZRoxvJZDHujFoaELuj1,56,1,55.0,1,56.0,55.0,1,159.0,1.0,1,1,1
2457130,sSXuNQFbnsUYPyccCg9Z2RC9Svy2,55,1,54.0,1,55.0,70.0,1,166.0,1.0,1,1,1
2457185,sSb7Zd5B7NWQbtdwY6jPQthimMS2,103,0,5.0,1,103.0,69.0,0,169.0,2.0,2,1,1
2457288,sSnEOZWLizWO8Ynf1UTjDbLqKi42,91,1,90.0,1,91.0,61.0,1,161.0,2.0,1,1,1
2457379,sTCm4l4BSVYvFN1Yl4f4r65ClSX2,42,1,41.0,1,42.0,55.0,1,168.0,1.0,1,1,1
2457421,sTIuok61PhTgY7Fj7U8CkZCaju42,100,1,99.0,1,100.0,59.0,1,153.0,2.0,1,1,1
2457521,sTPNYP846WcxH2Giu8Lr0aWfN2v1,47,1,46.0,1,47.0,65.0,1,167.0,1.0,1,1,1
2457568,sTlnfww6OrNBz2WdYOoqiAXnWWq2,139,1,138.0,1,139.0,63.0,1,152.0,2.0,2,1,1
2457707,sTpcTBjEcCN3WUcDXeBwclPG2hH2,41,1,40.0,1,41.0,63.0,1,165.0,2.0,1,1,1
2457748,sTyVKNCsiPSUNeD0Wi2Sv65Td8B2,194,0,193.0,1,194.0,69.0,1,160.0,1.0,1,2,2
2457942,sU7XL0yhQgZPeEyB38xEHQ57G1z2,142,1,141.0,2,71.0,60.0,1,159.0,2.0,1,2,2
2458084,sUBaW7TonKa2UhCe3ofhhtQuiuC3,36,1,35.0,1,36.0,59.0,1,169.0,1.0,1,1,1
2458120,sUNXWXoJyZQlFrwH4oDYihJ7Swx2,164,0,44.0,2,82.0,68.0,1,165.0,3.0,1,2,2
2458284,sUQEAjRsguVaFjdFvbkeg19zpvs1,225,0,224.0,1,225.0,62.0,1,159.0,1.0,1,2,2
2458509,sUeLjKFtpaR1imhAHnXGunqaaTG3,36,1,35.0,1,36.0,59.0,1,161.0,1.0,1,1,1
2458545,sUhpdrq8wTUTgXbgbMrP19vCVcJ2,134,1,133.0,1,134.0,66.0,1,160.0,2.0,1,3,2
2458679,sUn7sZOKw3hILfOYEwFTjWhrKGY2,120,0,119.0,1,120.0,62.0,1,163.0,1.0,1,3,2
2458799,sUpuVEHdeOWEqdj9S2kDwq4Jbt82,50,1,49.0,1,50.0,55.0,1,158.0,3.0,1,1,1
2458849,sV7axrPp7YV2IjvoOIJkTTo61Ll2,233,1,232.0,1,233.0,70.0,1,300.0,2.0,2,1,1
2459082,sV8EjRyuDISRYYgpPeNti4CYuZ83,112,0,5.0,7,16.0,63.0,1,170.0,1.0,1,1,1
2459194,sV939TKaUkWA07JhWOxNxGl70I32,35,1,6.0,2,17.5,65.0,1,152.0,1.0,1,1,1
2459229,sVIn5kqO8eZgimgUx4EiVtCyguM2,106,1,105.0,1,106.0,62.0,1,167.0,2.0,2,1,1
2459335,sVQ1PGoV9GUc32eMOm0o7Ma33kJ3,100,1,99.0,1,100.0,52.0,1,160.0,1.0,1,1,1
2459435,sVYKRMyfXGehEpRF0Sn2WoRKEBh1,124,1,123.0,1,124.0,71.0,1,155.0,2.0,1,1,1
2459559,sVZqmFYKjXY8P0T48415JY8B7KT2,97,1,11.0,3,32.333333333333336,65.0,1,169.0,1.0,1,2,2
2459656,sVcgYLtsGUfyvtZFrnKlt46JnI53,92,1,91.0,1,92.0,65.0,1,170.0,2.0,1,1,1
2459748,sWK4QPTT9iaYmg9oumhwW7IvkZ42,128,1,127.0,1,128.0,60.0,1,154.0,2.0,1,2,2
2459876,sWN1Vsq907g3wnvOiLcUFvlYdLA3,158,1,157.0,1,158.0,71.0,0,176.0,2.0,2,1,1
2460034,sWUvJierQWUtuB5Kf7YZgqppZ7u1,202,0,201.0,1,202.0,68.0,1,160.0,2.0,2,2,2
2460236,sX2TTY3JzseaooqwBJAJd3CwEbg1,22,1,21.0,1,22.0,54.0,1,160.0,1.0,1,1,1
2460258,sYEcEwp3MqX4RywZqn2WkgxVUCS2,152,0,25.0,3,50.66666666666666,67.0,1,155.0,2.0,1,2,2
2460410,sYHzF00LFGWXUMNkS384eKEIeu42,136,0,9.0,2,68.0,62.0,1,158.0,2.0,1,2,2
2460546,sYL6eFodW0ehjg46gFdxbk6aJrB2,97,1,96.0,1,97.0,61.0,1,168.0,2.0,2,2,2
2460643,sYMlLNXFY0bh0cfHiPJeb5kbyQy2,28,1,27.0,1,28.0,61.0,1,152.0,2.0,1,1,1
2460671,sYUPKKTxWndRqfJBvcEP7SdTADc2,28,1,27.0,1,28.0,51.0,1,167.0,1.0,1,2,2
2460699,sYaiyXp1unZ9iGhWE7DF2SJVJYm2,111,1,110.0,2,55.5,62.0,1,155.0,1.0,1,2,2
2460810,sYrsQq2EgGS86Hkq8R9orVuAYFF2,171,1,170.0,1,171.0,60.0,1,170.0,3.0,1,2,2
2460981,sYtjb7IngEP9GZsZsRlEh2Sb8Ry1,130,1,129.0,1,130.0,65.0,1,159.0,2.0,1,1,1
2461111,sYudBLMwfZW684Ei2MnheScoIa62,101,1,100.0,1,101.0,79.0,1,162.0,1.0,1,1,1
2461212,sYuwxlqJPDV1236XdIhv7N8Aw3T2,183,1,182.0,1,183.0,65.0,0,174.0,3.0,1,1,1
2461395,sZ6y8sSNlhaTKKMOEjywgme5iq52,71,1,70.0,1,71.0,60.0,1,167.0,2.0,1,1,1
2461466,sZ8KcBckXUQdvpPWZVFGWCegsyc2,83,1,82.0,1,83.0,55.0,1,170.0,2.0,1,1,1
2461549,sZ9zlGMJEKdc68PwIUsjrQeHXU93,113,1,112.0,1,113.0,58.0,1,153.0,2.0,2,1,1
2461662,sZJ5DwXaf7Uru8WTMdKpEKPzt922,22,1,21.0,1,22.0,61.0,1,151.0,1.0,1,1,1
2461684,sZZJzqh88kceTtJVHCxWprGUajV2,38,1,37.0,1,38.0,58.0,1,165.0,1.0,1,1,1
2461722,sZlvib8faTWeQQpLk3j6PprXGtO2,150,1,149.0,1,150.0,64.0,1,158.0,2.0,1,1,1
2461872,sZu1jaXForflu0stAd5U5Vub1rV2,31,1,30.0,1,31.0,70.0,1,152.0,1.0,1,1,1
2461903,sZuYwbmDMWS9r7KtriymR2VmeW62,208,1,207.0,1,208.0,79.0,0,186.0,2.0,2,2,2
2462111,sZwnbD0BjEOd8hdkM5A7LA2jQ0d2,57,1,11.0,2,28.5,65.0,1,160.0,3.0,1,2,2
2462168,sZxEt1ZCTCSFw7wrCw8fC96Z5il2,28,1,27.0,1,28.0,61.0,1,165.0,1.0,1,1,1
2462196,sa0SIdVZogeaUiKMzHLkRzSVKo43,110,1,50.0,3,36.66666666666666,73.0,1,165.0,2.0,1,2,2
2462306,saIso75astSY7MpJqoemC5zPOPE3,92,1,91.0,1,92.0,60.0,1,162.0,2.0,1,2,2
2462398,saM7rNmtzCag9DiTtUv9LRvpFql2,127,1,126.0,1,127.0,53.0,1,158.0,2.0,1,1,1
2462525,saV8Y39LUpcnNsIdQ5JG6CJRM9l1,194,1,193.0,1,194.0,60.0,0,170.0,1.0,1,1,1
2462719,sagZrTJT50OTjslvPHF38GVXuun2,160,1,159.0,1,160.0,65.0,1,171.0,1.0,2,1,1
2462879,saoK9cCGgHUV7raMUt7DSJjctJG3,29,1,28.0,1,29.0,59.0,1,165.0,2.0,2,1,1
2462908,sasXeo44l7bdz0MCYoBV69qZGSl1,164,0,163.0,1,164.0,61.0,1,162.0,1.0,1,2,2
2463072,sbIRNcmj8IegXbgxcmtDOHUyEUB3,80,1,38.0,3,26.666666666666668,62.0,1,160.0,1.0,1,1,1
2463152,sbWJPi5A38b4XetuIUlP3Hydvj22,155,0,154.0,1,155.0,63.0,1,161.0,3.0,1,2,2
2463307,sbaUQsT2N0U3g9EgDkpw7pJPQkX2,140,1,139.0,1,140.0,61.0,1,158.0,1.0,1,2,2
2463447,sc0Y1HGG6Dc5xXpjLzbFLLH5vOz1,104,1,103.0,1,104.0,61.0,0,160.0,3.0,1,2,2
2463551,scKUSQV55OhaYuU8E2zxfpCMufx2,83,1,82.0,1,83.0,64.0,1,164.0,2.0,1,1,1
2463634,scPSj2oqF8ZH9skuetFeUQkBsTf2,273,1,272.0,1,273.0,60.0,1,170.0,2.0,1,2,2
2463907,scRzBUsVMkdCY2XKf9quTzF5DeH3,106,1,105.0,1,106.0,58.0,1,160.0,1.0,1,1,1
2464013,scbrLr6M8WfQpQyDGZvqIBwGf5l1,157,1,156.0,1,157.0,93.0,0,164.0,2.0,1,2,2
2464170,scq1n57V1fNJy6AnVmLk0skhMol1,28,1,27.0,1,28.0,61.0,1,155.0,1.0,1,1,1
